id,text,words,ner_tags,cleaned_text,lemmatized_text,gliner_entities,spacy_entities
en-doc6121-sent7,"To be attentive is to do things with focus and care , not for something to be happening in the ghostly theater that Ryle lampooned as a dualist dogma .","['To', 'be', 'attentive', 'is', 'to', 'do', 'things', 'with', 'focus', 'and', 'care', ',', 'not', 'for', 'something', 'to', 'be', 'happening', 'in', 'the', 'ghostly', 'theater', 'that', 'Ryle', 'lampooned', 'as', 'a', 'dualist', 'dogma', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",to be attentive is to do things with focus and care not for something to be happening in the ghostly theater that ryle lampooned as a dualist dogma,to be attentive be to do thing with focus and care not for something to be happen in the ghostly theater that ryle lampoon as a dualist dogma,"[{'start': 95, 'end': 110, 'text': 'ghostly theater', 'label': 'location', 'score': 0.7648635506629944}, {'start': 116, 'end': 120, 'text': 'Ryle', 'label': 'person', 'score': 0.9613690376281738}]",[]
en-doc6085-sent56,"In her view , what Revelation has to teach is patience .","['In', 'her', 'view', ',', 'what', 'Revelation', 'has', 'to', 'teach', 'is', 'patience', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in her view what revelation has to teach is patience,in her view what revelation have to teach be patience,"[{'start': 19, 'end': 29, 'text': 'Revelation', 'label': 'organization', 'score': 0.7104507088661194}]",[]
en-doc5917-sent25,During this period the championship rules were frequently changed by the FIA with the intention of improving the on-track action and cutting costs .,"['During', 'this', 'period', 'the', 'championship', 'rules', 'were', 'frequently', 'changed', 'by', 'the', 'FIA', 'with', 'the', 'intention', 'of', 'improving', 'the', 'on-track', 'action', 'and', 'cutting', 'costs', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",during this period the championship rules were frequently changed by the fia with the intention of improving the on track action and cutting costs,during this period the championship rule be frequently change by the fia with the intention of improve the on track action and cut cost,"[{'start': 73, 'end': 76, 'text': 'FIA', 'label': 'organization', 'score': 0.978232204914093}]",[]
en-doc6178-sent82,"Six decades later , Time named it the best comedy routine of the twentieth century .","['Six', 'decades', 'later', ',', 'Time', 'named', 'it', 'the', 'best', 'comedy', 'routine', 'of', 'the', 'twentieth', 'century', '.']","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",six decades later time named it the best comedy routine of the twentieth century,six decade later time name it the good comedy routine of the twentieth century,"[{'start': 20, 'end': 24, 'text': 'Time', 'label': 'organization', 'score': 0.9546626210212708}]",[]
en-doc6128-sent129,A superficial examination of the Books of Kings makes clear the fact that they are a compilation and not an original composition .,"['A', 'superficial', 'examination', 'of', 'the', 'Books', 'of', 'Kings', 'makes', 'clear', 'the', 'fact', 'that', 'they', 'are', 'a', 'compilation', 'and', 'not', 'an', 'original', 'composition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",a superficial examination of the books of kings makes clear the fact that they are a compilation and not an original composition,a superficial examination of the book of king make clear the fact that they be a compilation and not an original composition,"[{'start': 33, 'end': 47, 'text': 'Books of Kings', 'label': 'organization', 'score': 0.5309010148048401}]",[]
en-doc6422-sent1,A small number of FAA personnel are stationed in the Democratic Republic of the Congo and the Republic of the Congo .,"['A', 'small', 'number', 'of', 'FAA', 'personnel', 'are', 'stationed', 'in', 'the', 'Democratic', 'Republic', 'of', 'the', 'Congo', 'and', 'the', 'Republic', 'of', 'the', 'Congo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",a small number of faa personnel are stationed in the democratic republic of the congo and the republic of the congo,a small number of faa personnel be station in the democratic republic of the congo and the republic of the congo,"[{'start': 18, 'end': 21, 'text': 'FAA', 'label': 'organization', 'score': 0.8213763236999512}, {'start': 53, 'end': 85, 'text': 'Democratic Republic of the Congo', 'label': 'location', 'score': 0.9380305409431458}, {'start': 94, 'end': 115, 'text': 'Republic of the Congo', 'label': 'location', 'score': 0.9147719740867615}]",[]
en-doc6368-sent17,"Luke apparently draws formal set pieces from the "" teachings "" of Christianity and incorporates into the gospel .","['Luke', 'apparently', 'draws', 'formal', 'set', 'pieces', 'from', 'the', '""', 'teachings', '""', 'of', 'Christianity', 'and', 'incorporates', 'into', 'the', 'gospel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",luke apparently draws formal set pieces from the teachings of christianity and incorporates into the gospel,luke apparently draw formal set piece from the teaching of christianity and incorporate into the gospel,"[{'start': 0, 'end': 4, 'text': 'Luke', 'label': 'person', 'score': 0.9911723732948303}, {'start': 51, 'end': 60, 'text': 'teachings', 'label': 'miscellaneous', 'score': 0.4761609137058258}, {'start': 66, 'end': 78, 'text': 'Christianity', 'label': 'organization', 'score': 0.869185745716095}]","[{'text': 'christianity', 'start': 62, 'end': 74, 'label': 'MISC'}]"
en-doc6004-sent139,"The Frankfurt Institute for Advanced Studies , sponsored by several institutional and private sources , is involved in theoretical research in physics , chemistry , neuroscience , and computer science .","['The', 'Frankfurt', 'Institute', 'for', 'Advanced', 'Studies', ',', 'sponsored', 'by', 'several', 'institutional', 'and', 'private', 'sources', ',', 'is', 'involved', 'in', 'theoretical', 'research', 'in', 'physics', ',', 'chemistry', ',', 'neuroscience', ',', 'and', 'computer', 'science', '.']","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the frankfurt institute for advanced studies sponsored by several institutional and private sources is involved in theoretical research in physics chemistry neuroscience and computer science,the frankfurt institute for advanced study sponsor by several institutional and private source be involve in theoretical research in physics chemistry neuroscience and computer science,"[{'start': 0, 'end': 44, 'text': 'The Frankfurt Institute for Advanced Studies', 'label': 'organization', 'score': 0.9086548686027527}, {'start': 60, 'end': 101, 'text': 'several institutional and private sources', 'label': 'organization', 'score': 0.30215004086494446}, {'start': 143, 'end': 150, 'text': 'physics', 'label': 'miscellaneous', 'score': 0.49317842721939087}, {'start': 153, 'end': 162, 'text': 'chemistry', 'label': 'miscellaneous', 'score': 0.5092430710792542}, {'start': 165, 'end': 177, 'text': 'neuroscience', 'label': 'miscellaneous', 'score': 0.49030187726020813}, {'start': 184, 'end': 200, 'text': 'computer science', 'label': 'miscellaneous', 'score': 0.5119485259056091}]","[{'text': 'the frankfurt institute', 'start': 0, 'end': 23, 'label': 'ORG'}]"
en-doc6249-sent6,"Partially as a response to this movement , the Department of Defense issued a 1982 policy stating that homosexuality was clearly incompatible with military service .","['Partially', 'as', 'a', 'response', 'to', 'this', 'movement', ',', 'the', 'Department', 'of', 'Defense', 'issued', 'a', '1982', 'policy', 'stating', 'that', 'homosexuality', 'was', 'clearly', 'incompatible', 'with', 'military', 'service', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",partially as a response to this movement the department of defense issued a 1982 policy stating that homosexuality was clearly incompatible with military service,partially as a response to this movement the department of defense issue a 1982 policy state that homosexuality be clearly incompatible with military service,"[{'start': 47, 'end': 68, 'text': 'Department of Defense', 'label': 'organization', 'score': 0.96698397397995}]",[]
en-doc5997-sent3,"In 1895 , French Guinea was made a dependent colony , and its Governor then became a Lieutenant Governor to a Governor-General in Dakar .","['In', '1895', ',', 'French', 'Guinea', 'was', 'made', 'a', 'dependent', 'colony', ',', 'and', 'its', 'Governor', 'then', 'became', 'a', 'Lieutenant', 'Governor', 'to', 'a', 'Governor-General', 'in', 'Dakar', '.']","[0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",in 1895 french guinea was made a dependent colony and its governor then became a lieutenant governor to a governor general in dakar,in 1895 french guinea be make a dependent colony and its governor then become a lieutenant governor to a governor general in dakar,"[{'start': 10, 'end': 23, 'text': 'French Guinea', 'label': 'organization', 'score': 0.6597819924354553}, {'start': 62, 'end': 70, 'text': 'Governor', 'label': 'person', 'score': 0.7004424929618835}, {'start': 85, 'end': 104, 'text': 'Lieutenant Governor', 'label': 'person', 'score': 0.6338974237442017}, {'start': 110, 'end': 126, 'text': 'Governor-General', 'label': 'person', 'score': 0.7955561280250549}, {'start': 130, 'end': 135, 'text': 'Dakar', 'label': 'location', 'score': 0.9484778046607971}]","[{'text': 'french', 'start': 8, 'end': 14, 'label': 'MISC'}]"
en-doc6254-sent14,Since then it was a suffragan of the archbishopric of Seville .,"['Since', 'then', 'it', 'was', 'a', 'suffragan', 'of', 'the', 'archbishopric', 'of', 'Seville', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",since then it was a suffragan of the archbishopric of seville,since then it be a suffragan of the archbishopric of seville,"[{'start': 37, 'end': 61, 'text': 'archbishopric of Seville', 'label': 'organization', 'score': 0.6956316232681274}]",[]
en-doc5979-sent377,The game that day was bad for Houston with Roy Oswalt giving up four runs in six innings of work .,"['The', 'game', 'that', 'day', 'was', 'bad', 'for', 'Houston', 'with', 'Roy', 'Oswalt', 'giving', 'up', 'four', 'runs', 'in', 'six', 'innings', 'of', 'work', '.']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the game that day was bad for houston with roy oswalt giving up four runs in six innings of work,the game that day be bad for houston with roy oswalt give up four run in six innings of work,"[{'start': 30, 'end': 37, 'text': 'Houston', 'label': 'location', 'score': 0.971059262752533}, {'start': 43, 'end': 53, 'text': 'Roy Oswalt', 'label': 'person', 'score': 0.9878562092781067}]","[{'text': 'houston', 'start': 30, 'end': 37, 'label': 'LOC'}]"
en-doc5885-sent28,It is said that Alameda has more pre-1906 earthquake era homes than any other city in the Bay Area .,"['It', 'is', 'said', 'that', 'Alameda', 'has', 'more', 'pre-1906', 'earthquake', 'era', 'homes', 'than', 'any', 'other', 'city', 'in', 'the', 'Bay', 'Area', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",it is said that alameda has more pre 1906 earthquake era homes than any other city in the bay area,it be say that alameda have more pre 1906 earthquake era home than any other city in the bay area,"[{'start': 16, 'end': 23, 'text': 'Alameda', 'label': 'location', 'score': 0.9750142097473145}, {'start': 90, 'end': 98, 'text': 'Bay Area', 'label': 'location', 'score': 0.5800549387931824}]","[{'text': 'the bay area', 'start': 86, 'end': 98, 'label': 'LOC'}]"
en-doc6387-sent15,Fox News claimed that this violated an agreement to carry Fox News .,"['Fox', 'News', 'claimed', 'that', 'this', 'violated', 'an', 'agreement', 'to', 'carry', 'Fox', 'News', '.']","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0]",fox news claimed that this violated an agreement to carry fox news,fox news claim that this violate an agreement to carry fox news,"[{'start': 0, 'end': 8, 'text': 'Fox News', 'label': 'organization', 'score': 0.9844909310340881}, {'start': 58, 'end': 66, 'text': 'Fox News', 'label': 'organization', 'score': 0.9742092490196228}]","[{'text': 'fox news', 'start': 0, 'end': 8, 'label': 'ORG'}]"
en-doc6010-sent6,The gem-gravel placer deposits of Sri Lanka contain aquamarine .,"['The', 'gem-gravel', 'placer', 'deposits', 'of', 'Sri', 'Lanka', 'contain', 'aquamarine', '.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",the gem gravel placer deposits of sri lanka contain aquamarine,the gem gravel placer deposit of sri lanka contain aquamarine,"[{'start': 4, 'end': 30, 'text': 'gem-gravel placer deposits', 'label': 'location', 'score': 0.36445891857147217}, {'start': 34, 'end': 43, 'text': 'Sri Lanka', 'label': 'location', 'score': 0.8766909837722778}]","[{'text': 'sri lanka', 'start': 34, 'end': 43, 'label': 'LOC'}]"
en-doc5860-sent54,"Cheers began with a limited five-character ensemble consisting of Ted Danson , Shelley Long , Rhea Perlman , Nicholas Colasanto and George Wendt .","['Cheers', 'began', 'with', 'a', 'limited', 'five-character', 'ensemble', 'consisting', 'of', 'Ted', 'Danson', ',', 'Shelley', 'Long', ',', 'Rhea', 'Perlman', ',', 'Nicholas', 'Colasanto', 'and', 'George', 'Wendt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0]",cheers began with a limited five character ensemble consisting of ted danson shelley long rhea perlman nicholas colasanto and george wendt,cheer begin with a limited five character ensemble consist of ted danson shelley long rhea perlman nichola colasanto and george wendt,"[{'start': 0, 'end': 6, 'text': 'Cheers', 'label': 'organization', 'score': 0.8589764833450317}, {'start': 66, 'end': 76, 'text': 'Ted Danson', 'label': 'person', 'score': 0.989500105381012}, {'start': 79, 'end': 91, 'text': 'Shelley Long', 'label': 'person', 'score': 0.9774482846260071}, {'start': 94, 'end': 106, 'text': 'Rhea Perlman', 'label': 'person', 'score': 0.9681913256645203}, {'start': 109, 'end': 127, 'text': 'Nicholas Colasanto', 'label': 'person', 'score': 0.9748284220695496}, {'start': 132, 'end': 144, 'text': 'George Wendt', 'label': 'person', 'score': 0.9709010124206543}]","[{'text': 'nicholas', 'start': 103, 'end': 111, 'label': 'PER'}, {'text': 'george wendt', 'start': 126, 'end': 138, 'label': 'PER'}]"
en-doc6299-sent14,"Prime Minister Jim Marurai described the take-over move as "" ill-founded and nonsensical "" .","['Prime', 'Minister', 'Jim', 'Marurai', 'described', 'the', 'take-over', 'move', 'as', '""', 'ill-founded', 'and', 'nonsensical', '""', '.']","[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",prime minister jim marurai described the take over move as ill founded and nonsensical,prime minister jim marurai describe the take over move as ill found and nonsensical,"[{'start': 0, 'end': 14, 'text': 'Prime Minister', 'label': 'organization', 'score': 0.3431233763694763}, {'start': 15, 'end': 26, 'text': 'Jim Marurai', 'label': 'person', 'score': 0.7674685716629028}]","[{'text': 'jim marurai', 'start': 15, 'end': 26, 'label': 'PER'}]"
en-doc6312-sent7,Hemingway 's mother frequently performed in concerts around the village .,"['Hemingway', ""'s"", 'mother', 'frequently', 'performed', 'in', 'concerts', 'around', 'the', 'village', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hemingway s mother frequently performed in concerts around the village,hemingway s mother frequently perform in concert around the village,"[{'start': 0, 'end': 9, 'text': 'Hemingway', 'label': 'person', 'score': 0.957480788230896}, {'start': 64, 'end': 71, 'text': 'village', 'label': 'location', 'score': 0.8179553151130676}]","[{'text': 'hemingway s mother', 'start': 0, 'end': 18, 'label': 'PER'}]"
en-doc6317-sent23,"Although no longer a serving officer , she always wore her Navy full dress uniform to these lectures .","['Although', 'no', 'longer', 'a', 'serving', 'officer', ',', 'she', 'always', 'wore', 'her', 'Navy', 'full', 'dress', 'uniform', 'to', 'these', 'lectures', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",although no longer a serving officer she always wore her navy full dress uniform to these lectures,although no long a serve officer she always wear her navy full dress uniform to these lecture,"[{'start': 39, 'end': 42, 'text': 'she', 'label': 'person', 'score': 0.7656680345535278}, {'start': 59, 'end': 63, 'text': 'Navy', 'label': 'organization', 'score': 0.899552047252655}, {'start': 92, 'end': 100, 'text': 'lectures', 'label': 'location', 'score': 0.48602697253227234}]",[]
