id,words,ner_tags,text
en-doc5985-sent0,"['The' 'Hawar' 'Islands' 'are' 'a' 'group' 'of' 'islands' 'situated' 'off'
 'the' 'west' 'coast' 'of' 'Qatar' 'in' 'the' 'Gulf' 'of' 'Bahrain' 'of'
 'the' 'Persian' 'Gulf' '.']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 1 0],The Hawar Islands are a group of islands situated off the west coast of Qatar in the Gulf of Bahrain of the Persian Gulf .
en-doc6188-sent10,"['Muslim' 'historical' 'writings' 'first' 'began' 'to' 'develop' 'in'
 'the' '7th' 'century' ',' 'with' 'the' 'reconstruction' 'of' 'the'
 'Prophet' 'Muhammad' ""'s"" 'life' 'in' 'the' 'centuries' 'following' 'his'
 'death' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0],"Muslim historical writings first began to develop in the 7th century , with the reconstruction of the Prophet Muhammad 's life in the centuries following his death ."
en-doc5925-sent2,"['The' 'contemporary' 'historian' 'James' 'W.' 'Loewen' 'agrees' 'with'
 'the' 'oral' 'traditions' 'in' 'his' 'book' '.']",[0 0 0 2 2 2 0 0 0 0 0 0 0 0 0],The contemporary historian James W. Loewen agrees with the oral traditions in his book .
en-doc6341-sent62,"['The' 'following' 'year' ',' 'Eurostar' 'saw' 'an' '11.5' '%' 'fall' 'in'
 'passenger' 'numbers' 'during' 'the' 'first' 'three' 'months' 'of' '2009'
 ',' 'which' 'was' 'attributed' 'to' 'the' '2008' 'Channel' 'Tunnel'
 'fire' 'and' 'the' '2009' 'recession' '.']",[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 0 0],"The following year , Eurostar saw an 11.5 % fall in passenger numbers during the first three months of 2009 , which was attributed to the 2008 Channel Tunnel fire and the 2009 recession ."
en-doc5977-sent68,"['In' 'all' ',' 'Bergman' 'had' 'nine' 'children' 'that' 'he' 'has'
 'acknowledged' 'to' 'be' 'his' 'own' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],"In all , Bergman had nine children that he has acknowledged to be his own ."
en-doc5858-sent11,"['In' '1885' 'the' 'U.S.' 'manufacturer' 'Parke-Davis' 'sold' 'cocaine'
 'in' 'various' 'forms' ',' 'including' 'cigarettes' ',' 'powder' ','
 'and' 'even' 'a' 'cocaine' 'mixture' 'that' 'could' 'be' 'injected'
 'directly' 'into' 'the' 'user' ""'s"" 'veins' 'with' 'the' 'included'
 'needle' '.']",[0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1885 the U.S. manufacturer Parke-Davis sold cocaine in various forms , including cigarettes , powder , and even a cocaine mixture that could be injected directly into the user 's veins with the included needle ."
en-doc6290-sent4,"['Turkey' 'continued' 'to' 'spin' 'out' 'of' 'control' 'with' 'military'
 'curfews' 'and' 'eventually' 'a' 'military' 'coup' 'on' 'September' '12'
 ',' '1980' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Turkey continued to spin out of control with military curfews and eventually a military coup on September 12 , 1980 ."
en-doc6145-sent109,"['Major' 'cities' 'are' 'La' 'Paz' '(' 'administrative' 'capital' ')' ','
 'Sucre' '(' 'capital' ')' ',' 'Santa' 'Cruz' 'de' 'la' 'Sierra' '('
 'largest' 'population' ')' ',' 'El' 'Alto' ',' 'Oruro' 'and' 'Cochabamba'
 '.']",[0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 1 0],"Major cities are La Paz ( administrative capital ) , Sucre ( capital ) , Santa Cruz de la Sierra ( largest population ) , El Alto , Oruro and Cochabamba ."
en-doc6128-sent9,"['Most' 'of' 'the' 'ministry' 'of' 'Elijah' 'is' 'contained' 'inside' '1'
 'Kings' ',' 'but' 'his' 'final' 'act' 'of' 'judgment' 'and' 'the'
 'passing' 'of' 'his' 'cloak' 'to' 'Elisha' 'at' 'the' 'moment' 'of' 'his'
 'ascension' 'to' 'heaven' 'are' 'contained' 'in' '2' 'Kings' '(' '1:1'
 '--' '2:17' ')' '.']","[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","Most of the ministry of Elijah is contained inside 1 Kings , but his final act of judgment and the passing of his cloak to Elisha at the moment of his ascension to heaven are contained in 2 Kings ( 1:1 -- 2:17 ) ."
en-doc5936-sent56,"['He' 'was' 'buried' 'on' 'the' 'same' 'date' 'at' 'the' 'place' 'chosen'
 'by' 'him' 'in' 'Donskoy' 'necropolis' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],He was buried on the same date at the place chosen by him in Donskoy necropolis .
en-doc5880-sent27,"['Drexel' 'has' 'a' 'number' 'of' 'publications' 'to' 'its' 'name' 'by'
 'both' 'the' 'student' 'body' 'and' 'the' 'university' '.']",[4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Drexel has a number of publications to its name by both the student body and the university .
en-doc6438-sent34,"['To' 'this' ',' 'Peirce' 'added' 'the' 'concept' 'of' 'abductive'
 'reasoning' '.']",[0 0 0 2 0 0 0 0 0 0 0],"To this , Peirce added the concept of abductive reasoning ."
en-doc6225-sent38,"['Director' 'William' 'Friedkin' ',' 'an' 'Oscar' 'winner' 'and'
 'producer' 'of' 'the' 'Academy' 'Awards' ',' 'expressed' 'this'
 'sentiment' 'at' 'a' 'conference' 'in' 'New' 'York' 'in' '2009' '.']",[0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0],"Director William Friedkin , an Oscar winner and producer of the Academy Awards , expressed this sentiment at a conference in New York in 2009 ."
en-doc5904-sent99,['Baikal' 'Amur' 'Mainline' 'was' 'built' '.'],[1 1 1 0 0 0],Baikal Amur Mainline was built .
en-doc5929-sent5,"['The' 'fourth' 'round' 'returned' 'to' 'Geneva' 'in' '1955' 'and'
 'lasted' 'until' 'May' '1956' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0],The fourth round returned to Geneva in 1955 and lasted until May 1956 .
en-doc6262-sent19,"['Armor' 'Holdings' 'fielded' 'an' 'even' 'lighter' 'kit' ',' 'adding'
 'only' '750' 'pounds' '(' '340' 'kg' ')' 'to' 'the' 'vehicle' ""'s""
 'weight' '.']",[4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Armor Holdings fielded an even lighter kit , adding only 750 pounds ( 340 kg ) to the vehicle 's weight ."
en-doc6404-sent28,"['At' 'its' 'peak' 'in' '1982' ',' 'Honda' 'manufactured' 'almost' '3'
 'million' 'motorcycles' '.']",[0 0 0 0 0 0 4 0 0 0 0 0 0],"At its peak in 1982 , Honda manufactured almost 3 million motorcycles ."
en-doc6145-sent21,"['Local' 'government' 'came' 'from' 'the' 'Audiencia' 'de' 'Charcas'
 'located' 'in' 'Chuquisaca' '(' 'La' 'Plata' '--' 'modern' 'Sucre' ')'
 '.']",[0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 0 1 0 0],Local government came from the Audiencia de Charcas located in Chuquisaca ( La Plata -- modern Sucre ) .
en-doc6130-sent3,"['The' 'breed' ""'s"" 'origin' 'is' 'romantically' 'reputed' 'to' 'be'
 'connected' 'to' 'ancient' 'Egypt' ',' 'where' 'depictions' 'of'
 'smooth-coated' 'sighthound' 'types' 'have' 'been' 'found' 'which' 'are'
 'typical' 'of' 'saluki' 'or' 'sloughi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The breed 's origin is romantically reputed to be connected to ancient Egypt , where depictions of smooth-coated sighthound types have been found which are typical of saluki or sloughi ."
en-doc6013-sent45,"['The' 'next' 'morning' ',' 'Allen' 'was' 'elected' 'to' 'lead' 'the'
 'expedition' ',' 'and' 'a' 'dawn' 'raid' 'was' 'planned' 'for' 'May' '10'
 '.']",[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The next morning , Allen was elected to lead the expedition , and a dawn raid was planned for May 10 ."
en-doc5857-sent28,"['It' 'was' 'reported' 'that' 'Plato' 'showed' 'up' 'drunk' 'for' 'the'
 'magazine' ""'s"" 'cover' 'shoot' '.']",[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0],It was reported that Plato showed up drunk for the magazine 's cover shoot .
en-doc6173-sent43,"['Both' 'have' 'their' 'headquarters' 'at' 'Wright-Patterson' 'Air'
 'Force' 'Base' '.']",[0 0 0 0 0 1 1 1 1 0],Both have their headquarters at Wright-Patterson Air Force Base .
en-doc5809-sent1,"['In' 'the' 'poem' ',' 'Aeneas' ""'"" 'mother' 'Aphrodite' 'frequently'
 'comes' 'to' 'his' 'aid' 'on' 'the' 'battlefield' ';' 'he' 'is' 'also'
 'a' 'favorite' 'of' 'Apollo' '.']",[0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],"In the poem , Aeneas ' mother Aphrodite frequently comes to his aid on the battlefield ; he is also a favorite of Apollo ."
en-doc6123-sent3,"['Russell' 'was' 'a' 'prominent' 'anti-war' 'activist' ';' 'he'
 'championed' 'free' 'trade' 'and' 'anti-imperialism' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0],Russell was a prominent anti-war activist ; he championed free trade and anti-imperialism .
en-doc6015-sent2,['Albania' 'became' 'a' 'full' 'member' 'of' 'NATO' 'in' '2009' '.'],[1 0 0 0 0 0 4 0 0 0],Albania became a full member of NATO in 2009 .
en-doc6313-sent37,"['(' 'Bogart' 'inherited' 'his' 'father' ""'s"" 'gold' 'ring' 'which' 'he'
 'always' 'wore' ',' 'even' 'in' 'many' 'of' 'his' 'films' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"( Bogart inherited his father 's gold ring which he always wore , even in many of his films ."
en-doc5981-sent72,"['In' '2009' ',' 'NASA' 'held' 'a' 'symposium' 'on' 'project' 'costs'
 'which' 'presented' 'an' 'estimate' 'of' 'the' 'Apollo' 'program' 'costs'
 'in' '2005' 'dollars' 'as' 'roughly' '$' '170' 'billion' '.']",[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 2009 , NASA held a symposium on project costs which presented an estimate of the Apollo program costs in 2005 dollars as roughly $ 170 billion ."
en-doc6147-sent76,"['After' 'crossing' 'the' 'Rocky' 'Mountains' ',' 'Lewis' 'and' 'Clark'
 'built' 'dugout' 'canoes' 'and' 'paddled' 'down' 'the' 'Snake' 'River'
 ',' 'reaching' 'the' 'Columbia' 'near' 'the' 'present-day' 'Tri-Cities'
 ',' 'Wash.' '.']",[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0],"After crossing the Rocky Mountains , Lewis and Clark built dugout canoes and paddled down the Snake River , reaching the Columbia near the present-day Tri-Cities , Wash. ."
en-doc6208-sent25,"['The' 'United' 'Nations' 'predicts' 'that' 'by' '2030' ',' '80' '%' 'of'
 'the' 'population' 'will' 'be' 'urban' '.']",[0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The United Nations predicts that by 2030 , 80 % of the population will be urban ."
en-doc6073-sent3,"['Although' 'there' 'are' 'some' 'common' 'tendencies' 'amongst' '""'
 'existentialist' '""' 'thinkers' ',' 'there' 'are' 'major' 'differences'
 'and' 'disagreements' 'among' 'them' '(' 'most' 'notably' 'the' 'divide'
 'between' 'atheist' 'existentialists' 'like' 'Sartre' 'and' 'theistic'
 'existentialists' 'like' 'Paul' 'Tillich' ')' ';' 'not' 'all' 'of' 'them'
 'accept' 'the' 'validity' 'of' 'the' 'term' 'as' 'applied' 'to' 'their'
 'own' 'work' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 2 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","Although there are some common tendencies amongst "" existentialist "" thinkers , there are major differences and disagreements among them ( most notably the divide between atheist existentialists like Sartre and theistic existentialists like Paul Tillich ) ; not all of them accept the validity of the term as applied to their own work ."
en-doc6029-sent1,"['Python' '2.4' 'introduced' 'the' 'collections' 'module' 'with' 'support'
 'for' 'deque' 'objects' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],Python 2.4 introduced the collections module with support for deque objects .
en-doc6294-sent27,"['The' 'battle' 'is' 'also' 'featured' 'in' 'the' 'game' 'Call' 'of'
 'Duty' ':' 'World' 'at' 'War' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The battle is also featured in the game Call of Duty : World at War .
en-doc5943-sent17,"['Both' 'acknowledged' 'Mendel' ""'s"" 'priority' ',' 'and' 'it' 'is'
 'thought' 'probable' 'that' 'de' 'Vries' 'did' 'not' 'understand' 'the'
 'results' 'he' 'had' 'found' 'until' 'after' 'reading' 'Mendel' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 2 0],"Both acknowledged Mendel 's priority , and it is thought probable that de Vries did not understand the results he had found until after reading Mendel ."
en-doc6107-sent55,"['Many' 'issues' 'such' 'as' 'sex' ',' 'drugs' 'and' 'terrorism' 'can'
 'not' 'or' 'can' 'very' 'rarely' 'be' 'openly' 'discussed' 'in' 'strips'
 ',' 'although' 'there' 'are' 'exceptions' ',' 'usually' 'for' 'satire'
 ',' 'as' 'in' 'Bloom' 'County' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Many issues such as sex , drugs and terrorism can not or can very rarely be openly discussed in strips , although there are exceptions , usually for satire , as in Bloom County ."
en-doc6340-sent17,"['This' ',' 'perhaps' 'more' 'than' 'anything' 'else' ',' 'is' 'a' 'true'
 'sign' 'of' 'the' 'emergence' 'of' 'Punjabi' 'folk' 'into' 'popular'
 'culture' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"This , perhaps more than anything else , is a true sign of the emergence of Punjabi folk into popular culture ."
en-doc5980-sent5,"['They' 'also' 'provided' 'access' 'to' 'a' 'new' 'feature' 'called' '""'
 'layers' '""' 'via' 'the' '""' 'document.layers' '""' 'property' '('
 'Netscape' 'Navigator' ')' 'and' 'the' '""' 'document.all' '""' 'property'
 '(' 'Internet' 'Explorer' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"They also provided access to a new feature called "" layers "" via the "" document.layers "" property ( Netscape Navigator ) and the "" document.all "" property ( Internet Explorer ) ."
en-doc5932-sent7,"['Fuller' 'also' 'had' 'her' 'music' 'recorded' 'by' 'Nat' ""'"" 'King' ""'""
 'Cole' ',' 'Peggy' 'Lee' ',' 'and' 'other' 'leading' 'talents' 'of' 'the'
 'time' '.']",[2 0 0 0 0 0 0 2 2 2 2 2 0 2 2 0 0 0 0 0 0 0 0 0],"Fuller also had her music recorded by Nat ' King ' Cole , Peggy Lee , and other leading talents of the time ."
en-doc6294-sent24,"['The' '81st' 'Infantry' 'Division' 'suffered' 'over' '3000' 'casualties'
 'during' 'their' 'tenure' 'on' 'the' 'island' '.']",[0 4 4 4 0 0 0 0 0 0 0 0 0 0 0],The 81st Infantry Division suffered over 3000 casualties during their tenure on the island .
en-doc5804-sent46,"['Cheka' 'was' 'actively' 'and' 'openly' 'utilizing' 'kidnapping'
 'methods' '.']",[4 0 0 0 0 0 0 0 0],Cheka was actively and openly utilizing kidnapping methods .
en-doc6383-sent6,"['Not' 'knowing' 'how' 'it' 'had' 'occurred' ',' 'she' 'spent' 'the'
 'next' 'three' 'years' 'studying' 'the' 'Bible' ',' 'experimenting' 'and'
 'praying' 'to' 'discover' 'if' 'the' 'experience' 'was' 'repeatable'
 'and' 'if' 'there' 'were' 'knowable' 'laws' 'that' 'governed' 'it' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Not knowing how it had occurred , she spent the next three years studying the Bible , experimenting and praying to discover if the experience was repeatable and if there were knowable laws that governed it ."
en-doc6381-sent10,"['George' 'was' 'an' 'excellent' 'and' 'industrious' 'ruler' ','
 'self-sacrificing' ',' 'high-minded' ',' 'and' 'unwearying' 'in' 'the'
 'furtherance' 'of' 'the' 'highest' 'interests' 'of' 'his' 'land' 'and'
 'people' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"George was an excellent and industrious ruler , self-sacrificing , high-minded , and unwearying in the furtherance of the highest interests of his land and people ."
en-doc6257-sent15,"['CPAN' ""'s"" 'master' 'site' ',' 'ftp.funet.fi' ',' 'has' 'over' '149'
 'direct' 'public' 'mirrors' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],"CPAN 's master site , ftp.funet.fi , has over 149 direct public mirrors ."
en-doc6256-sent10,"['The' 'practice' 'occurs' 'particularly' 'in' 'northern' 'Saudi' 'Arabia'
 ',' 'southern' 'Jordan' ',' 'and' 'northern' 'Iraq' '(' 'Kurdistan' ')'
 '.']",[0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 0],"The practice occurs particularly in northern Saudi Arabia , southern Jordan , and northern Iraq ( Kurdistan ) ."
en-doc6159-sent18,"['She' 'remarked' 'on' 'the' '""' 'vast' 'trade' '""' 'and' '""' 'incredible'
 'quantity' '""' 'in' 'Exeter' ',' 'recording' 'that' '""' 'it' 'turns'
 'the' 'most' 'money' 'in' 'a' 'week' 'of' 'anything' 'in' 'England' '""'
 ',' 'between' '£' '10,000' '--' '£' '15,000' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0]","She remarked on the "" vast trade "" and "" incredible quantity "" in Exeter , recording that "" it turns the most money in a week of anything in England "" , between £ 10,000 -- £ 15,000 ."
en-doc5948-sent28,"['When' 'The' 'Byrds' 'performed' 'on' 'December' '12' ',' '1965' ','
 'David' 'Crosby' 'got' 'into' 'a' 'shouting' 'match' 'with' 'the' 'show'
 ""'s"" 'director' '.']",[0 4 4 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0],"When The Byrds performed on December 12 , 1965 , David Crosby got into a shouting match with the show 's director ."
en-doc6073-sent64,"['Christ' ""'s"" 'teachings' 'had' 'an' 'indirect' 'style' ',' 'in' 'which'
 'his' 'point' 'is' 'often' 'left' 'unsaid' 'for' 'the' 'purpose' 'of'
 'letting' 'the' 'single' 'individual' 'confront' 'the' 'truth' 'on'
 'their' 'own' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Christ 's teachings had an indirect style , in which his point is often left unsaid for the purpose of letting the single individual confront the truth on their own ."
en-doc5938-sent11,"['Also' ',' 'the' 'single-stage' ',' 'single-speed' 'supercharger' 'meant'
 'that' 'the' 'P-40' 'could' 'not' 'compete' 'with' 'contemporary'
 'designs' 'as' 'a' 'high' 'altitude' 'fighter' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Also , the single-stage , single-speed supercharger meant that the P-40 could not compete with contemporary designs as a high altitude fighter ."
en-doc5918-sent25,"['The' 'Ottoman' 'empire' 'soon' 'joined' 'the' 'Central' 'powers'
 'becoming' 'one' 'of' 'the' 'three' 'empires' 'participating' 'in' 'that'
 'alliance' '.']",[0 1 1 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0],The Ottoman empire soon joined the Central powers becoming one of the three empires participating in that alliance .
en-doc5872-sent30,"['""' ',' 'Huck' 'resolves' 'to' 'free' 'Jim' '.']",[0 0 2 0 0 0 2 0],""" , Huck resolves to free Jim ."
en-doc6073-sent41,"['Although' 'it' 'was' 'Sartre' 'who' 'explicitly' 'coined' 'the' 'phrase'
 ',' 'similar' 'notions' 'can' 'be' 'found' 'in' 'the' 'thought' 'of'
 'many' 'existentialist' 'philosophers' ',' 'from' 'Mulla' 'Sadra' ','
 'to' 'Kierkegaard' ',' 'to' 'Heidegger' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 2 0 0 2 0],"Although it was Sartre who explicitly coined the phrase , similar notions can be found in the thought of many existentialist philosophers , from Mulla Sadra , to Kierkegaard , to Heidegger ."
en-doc6438-sent24,"['Secondly' ',' 'Mill' ""'s"" 'formulation' 'leaves' 'open' 'the'
 'unsettling' 'possibility' 'that' 'the' '""' 'gap-filling' 'entities'
 'are' 'purely' 'possibilities' 'and' 'not' 'actualities' 'at' 'all' '""'
 '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Secondly , Mill 's formulation leaves open the unsettling possibility that the "" gap-filling entities are purely possibilities and not actualities at all "" ."
en-doc5937-sent192,"['In' '2006' 'Prime' 'Minister' 'Ferenc' 'Gyurcsány' 'was' 'reelected'
 'on' 'a' 'platform' 'promising' 'economic' '""' 'reform' 'without'
 'austerity' '.' '""']",[0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 2006 Prime Minister Ferenc Gyurcsány was reelected on a platform promising economic "" reform without austerity . """
en-doc6217-sent16,"['As' 'the' 'EU' 'is' 'an' 'entirely' 'voluntary' 'association'
 'established' 'by' 'treaty' '--' 'a' 'member' 'state' 'may' 'withdraw'
 'at' 'any' 'time' '--' 'each' 'member' 'retains' 'its' 'sovereignty' 'in'
 'deciding' 'what' 'use' 'to' 'make' 'of' 'its' 'own' 'languages' ';' 'it'
 'must' 'agree' 'to' 'legislate' 'any' 'EU' 'acceptance' 'criteria'
 'before' 'membership' '.']","[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 4 0 0 0 0 0]",As the EU is an entirely voluntary association established by treaty -- a member state may withdraw at any time -- each member retains its sovereignty in deciding what use to make of its own languages ; it must agree to legislate any EU acceptance criteria before membership .
en-doc6295-sent16,"['Barnabas' 'wished' 'to' 'take' 'John' 'Mark' 'along' ',' 'but' 'Paul'
 'did' 'not' ',' 'as' 'he' 'had' 'left' 'them' 'on' 'the' 'former'
 'journey' '(' '15:37-38' ')' '.']",[2 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Barnabas wished to take John Mark along , but Paul did not , as he had left them on the former journey ( 15:37-38 ) ."
en-doc6208-sent65,"['The' 'Safavid' 'Dynasty' 'frequently' 'warred' 'with' 'the' 'Ottoman'
 'Empire' ',' 'Uzbek' 'tribes' 'and' 'the' 'Portuguese' 'Empire' '.']",[0 1 1 0 0 0 0 1 1 0 1 0 0 0 1 1 0],"The Safavid Dynasty frequently warred with the Ottoman Empire , Uzbek tribes and the Portuguese Empire ."
