id,words,ner_tags,text,cleaned_text,lemmatized_text
en-doc6430-sent192,"['Andalusia' 'hosted' 'the' '1999' 'World' 'Championships' 'in'
 'Athletics' '(' 'Seville' ')' ',' 'the' '2005' 'Mediterranean' 'Games'
 '(' 'Almería' ')' 'and' 'the' 'FIS' 'Alpine' 'World' 'Ski'
 'Championships' '1996' '(' 'Granada' ')' ',' 'among' 'other' 'major'
 'events' '.']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"Andalusia hosted the 1999 World Championships in Athletics ( Seville ) , the 2005 Mediterranean Games ( Almería ) and the FIS Alpine World Ski Championships 1996 ( Granada ) , among other major events .",andalusia hosted the 1999 world championships in athletics seville the 2005 mediterranean games almer a and the fis alpine world ski championships 1996 granada among other major events,andalusia host the 1999 world championship in athletics seville the 2005 mediterranean games almer a and the fis alpine world ski championships 1996 granada among other major event
en-doc5987-sent6,"['Knight' 'was' 'one' 'of' 'college' 'basketball' ""'s"" 'most'
 'controversial' 'coaches' '.']",[2 0 0 0 0 0 0 0 0 0 0],Knight was one of college basketball 's most controversial coaches .,knight was one of college basketball s most controversial coaches,knight be one of college basketball s most controversial coach
en-doc6134-sent2,"['These' 'are' 'the' '""' 'heroic' '""' 'societies' 'familiar' 'to' 'us'
 'from' 'epics' 'like' 'the' 'Iliad' 'and' 'the' 'Ramayana' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"These are the "" heroic "" societies familiar to us from epics like the Iliad and the Ramayana .",these are the heroic societies familiar to us from epics like the iliad and the ramayana,these be the heroic society familiar to we from epic like the iliad and the ramayana
en-doc6342-sent27,"['Basic' 'models' 'of' 'the' 'Nova' 'came' 'without' 'built-in' 'hardware'
 'multiply' 'and' 'divide' 'capability' ',' 'to' 'keep' 'prices'
 'competitive' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Basic models of the Nova came without built-in hardware multiply and divide capability , to keep prices competitive .",basic models of the nova came without built in hardware multiply and divide capability to keep prices competitive,basic model of the nova come without build in hardware multiply and divide capability to keep price competitive
en-doc5809-sent23,"['The' 'former' ',' 'also' 'known' 'as' 'Iulus' ',' 'founded' 'Alba'
 'Longa' 'and' 'was' 'the' 'first' 'in' 'a' 'long' 'series' 'of' 'kings'
 '.']",[0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"The former , also known as Iulus , founded Alba Longa and was the first in a long series of kings .",the former also known as iulus founded alba longa and was the first in a long series of kings,the former also know as iulus found alba longa and be the first in a long series of king
en-doc6117-sent5,"['Ahmad' 'invaded' 'the' 'remnants' 'of' 'the' 'Mughal' 'Empire' 'a'
 'third' 'time' ',' 'and' 'then' 'a' 'fourth' ',' 'consolidating'
 'control' 'over' 'the' 'Punjab' 'and' 'Kashmir' 'regions' '.']",[2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0],"Ahmad invaded the remnants of the Mughal Empire a third time , and then a fourth , consolidating control over the Punjab and Kashmir regions .",ahmad invaded the remnants of the mughal empire a third time and then a fourth consolidating control over the punjab and kashmir regions,ahmad invade the remnant of the mughal empire a third time and then a fourth consolidating control over the punjab and kashmir region
en-doc5905-sent5,"['The' 'American' 'Psychiatric' 'Association' '(' 'APA' ')' 'guidelines'
 'note' 'that' ',' 'in' 'general' ',' 'benzodiazepines' 'are' 'well'
 'tolerated' ',' 'and' 'their' 'use' 'for' 'the' 'initial' 'treatment'
 'for' 'panic' 'disorder' 'is' 'strongly' 'supported' 'by' 'numerous'
 'controlled' 'trials' '.']",[0 4 4 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The American Psychiatric Association ( APA ) guidelines note that , in general , benzodiazepines are well tolerated , and their use for the initial treatment for panic disorder is strongly supported by numerous controlled trials .",the american psychiatric association apa guidelines note that in general benzodiazepines are well tolerated and their use for the initial treatment for panic disorder is strongly supported by numerous controlled trials,the american psychiatric association apa guideline note that in general benzodiazepine be well tolerate and their use for the initial treatment for panic disorder be strongly support by numerous control trial
en-doc6085-sent33,"['The' 'following' 'outline' 'does' 'not' 'attempt' 'to' 'interpret'
 'Revelation' ',' 'but' 'presents' 'the' 'details' 'of' 'the' 'book' 'in'
 'the' 'manner' ',' 'and' 'in' 'the' 'order' ',' 'that' 'they' 'appear'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The following outline does not attempt to interpret Revelation , but presents the details of the book in the manner , and in the order , that they appear .",the following outline does not attempt to interpret revelation but presents the details of the book in the manner and in the order that they appear,the follow outline do not attempt to interpret revelation but present the detail of the book in the manner and in the order that they appear
en-doc5994-sent13,"['However' ',' 'Godzilla' 'and' 'Battra' 'are' 'still' 'going' 'at' 'it'
 '.']",[0 0 0 0 0 0 0 0 0 0 0],"However , Godzilla and Battra are still going at it .",however godzilla and battra are still going at it,however godzilla and battra be still go at it
en-doc6083-sent0,"['Croatian' 'agricultural' 'sector' 'subsists' 'from' 'exports' 'of'
 'blue' 'water' 'fish' ',' 'which' 'in' 'recent' 'years' 'experienced' 'a'
 'tremendous' 'surge' 'in' 'demand' ',' 'mainly' 'from' 'Japan' 'and'
 'South' 'Korea' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0],"Croatian agricultural sector subsists from exports of blue water fish , which in recent years experienced a tremendous surge in demand , mainly from Japan and South Korea .",croatian agricultural sector subsists from exports of blue water fish which in recent years experienced a tremendous surge in demand mainly from japan and south korea,croatian agricultural sector subsist from export of blue water fish which in recent year experience a tremendous surge in demand mainly from japan and south korea
en-doc6310-sent2,"['Daihachi' 'Oguchi' 'was' 'originally' 'known' 'for' 'his' 'jazz'
 'drumming' 'performances' '.']",[2 2 0 0 0 0 0 0 0 0 0],Daihachi Oguchi was originally known for his jazz drumming performances .,daihachi oguchi was originally known for his jazz drumming performances,daihachi oguchi be originally know for his jazz drum performance
en-doc6179-sent44,"['France' 'suffered' 'this' 'fate' 'in' 'the' '16th' 'century' 'in' 'the'
 'series' 'of' 'conflicts' 'known' 'as' 'the' 'French' 'Wars' 'of'
 'Religion' ',' 'which' 'ended' 'in' 'the' 'triumph' 'of' 'the' 'Bourbon'
 'Dynasty' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0],"France suffered this fate in the 16th century in the series of conflicts known as the French Wars of Religion , which ended in the triumph of the Bourbon Dynasty .",france suffered this fate in the 16th century in the series of conflicts known as the french wars of religion which ended in the triumph of the bourbon dynasty,france suffer this fate in the 16th century in the series of conflict know as the french war of religion which end in the triumph of the bourbon dynasty
en-doc5938-sent52,"['They' 'fought' 'on' 'the' 'front' 'line' 'as' 'fighters' 'during' 'the'
 'critical' 'early' 'years' 'of' 'the' 'Pacific' 'War' ',' 'and' 'the'
 'durability' 'and' 'bomb-carrying' 'abilities' '(' '1,000' 'lb/454' 'kg'
 ')' 'of' 'the' 'P-40' 'also' 'made' 'it' 'ideal' 'for' 'the' 'ground'
 'attack' 'role' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","They fought on the front line as fighters during the critical early years of the Pacific War , and the durability and bomb-carrying abilities ( 1,000 lb/454 kg ) of the P-40 also made it ideal for the ground attack role .",they fought on the front line as fighters during the critical early years of the pacific war and the durability and bomb carrying abilities 1 000 lb 454 kg of the p 40 also made it ideal for the ground attack role,they fight on the front line as fighter during the critical early year of the pacific war and the durability and bomb carry ability 1 000 lb 454 kg of the p 40 also make it ideal for the ground attack role
en-doc6387-sent33,"['FNC' 'has' 'a' 'number' 'of' 'different' 'signature' 'hosts' ','
 'including' 'Bill' ""O'Reilly"" ',' 'Sean' 'Hannity' ',' 'Greta' 'Van'
 'Susteren' ',' 'Mike' 'Huckabee' ',' 'Shepard' 'Smith' ',' '&' 'Neil'
 'Cavuto' 'all' 'of' 'whom' 'host' 'programs' 'which' 'are' 'on' 'the'
 'list' 'of' 'the' 'top' 'ten' 'most' 'watched' 'programs' 'on' 'cable'
 'news' '.']","[4 0 0 0 0 0 0 0 0 0 2 2 0 2 2 0 2 2 2 0 2 2 0 2 2 0 0 2 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","FNC has a number of different signature hosts , including Bill O'Reilly , Sean Hannity , Greta Van Susteren , Mike Huckabee , Shepard Smith , & Neil Cavuto all of whom host programs which are on the list of the top ten most watched programs on cable news .",fnc has a number of different signature hosts including bill o reilly sean hannity greta van susteren mike huckabee shepard smith neil cavuto all of whom host programs which are on the list of the top ten most watched programs on cable news,fnc have a number of different signature host include bill o reilly sean hannity greta van susteren mike huckabee shepard smith neil cavuto all of whom host program which be on the list of the top ten most watch program on cable news
en-doc5848-sent15,"['With' 'time' 'the' 'Armenian' 'language' 'made' 'a' 'transition' 'from'
 'a' 'synthetic' 'language' '(' 'Old' 'Armenian' 'or' 'Grabar' ')' 'to'
 'a' 'typical' 'analytic' 'language' 'with' 'Middle' 'Armenian' 'as' 'a'
 'midpoint' 'in' 'this' 'transition' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],With time the Armenian language made a transition from a synthetic language ( Old Armenian or Grabar ) to a typical analytic language with Middle Armenian as a midpoint in this transition .,with time the armenian language made a transition from a synthetic language old armenian or grabar to a typical analytic language with middle armenian as a midpoint in this transition,with time the armenian language make a transition from a synthetic language old armenian or grabar to a typical analytic language with middle armenian as a midpoint in this transition
en-doc6209-sent52,"['The' 'Burghers' 'of' 'Calais' 'depicts' 'the' 'men' 'as' 'they' 'are'
 'leaving' 'for' 'the' 'king' ""'s"" 'camp' ',' 'carrying' 'keys' 'to' 'the'
 'town' ""'s"" 'gates' 'and' 'citadel' '.']",[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The Burghers of Calais depicts the men as they are leaving for the king 's camp , carrying keys to the town 's gates and citadel .",the burghers of calais depicts the men as they are leaving for the king s camp carrying keys to the town s gates and citadel,the burgher of calais depict the man as they be leave for the king s camp carry key to the town s gate and citadel
en-doc5894-sent29,"['In' 'contrast' 'to' 'the' 'political' 'and' 'environmental' 'subjects'
 'addressed' 'on' 'the' 'previous' 'album' ',' 'the' 'songs' 'on' 'Some'
 'Great' 'Reward' 'were' 'mostly' 'concerned' 'with' 'more' 'personal'
 'themes' 'such' 'as' 'sexual' 'politics' '(' '""' 'Master' 'and' 'Servant'
 '""' ')' ',' 'adulterous' 'relationships' ',' 'and' 'arbitrary' 'divine'
 'justice' '(' '""' 'Blasphemous' 'Rumours' '""' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","In contrast to the political and environmental subjects addressed on the previous album , the songs on Some Great Reward were mostly concerned with more personal themes such as sexual politics ( "" Master and Servant "" ) , adulterous relationships , and arbitrary divine justice ( "" Blasphemous Rumours "" ) .",in contrast to the political and environmental subjects addressed on the previous album the songs on some great reward were mostly concerned with more personal themes such as sexual politics master and servant adulterous relationships and arbitrary divine justice blasphemous rumours,in contrast to the political and environmental subject address on the previous album the song on some great reward be mostly concerned with more personal theme such as sexual politics master and servant adulterous relationship and arbitrary divine justice blasphemous rumour
en-doc5806-sent0,"['The' 'Hittites' 'appear' 'to' 'be' 'the' 'first' 'to' 'understand' 'the'
 'production' 'of' 'iron' 'from' 'its' 'ores' 'and' 'regard' 'it' 'highly'
 'in' 'their' 'society' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The Hittites appear to be the first to understand the production of iron from its ores and regard it highly in their society .,the hittites appear to be the first to understand the production of iron from its ores and regard it highly in their society,the hittite appear to be the first to understand the production of iron from its ore and regard it highly in their society
en-doc6179-sent8,"['Athens' ',' 'the' 'most' 'powerful' 'city-state' ',' 'governed' 'itself'
 'with' 'an' 'early' 'form' 'of' 'direct' 'democracy' 'founded' 'by'
 'Athenian' 'noble' 'Cleisthenes' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],"Athens , the most powerful city-state , governed itself with an early form of direct democracy founded by Athenian noble Cleisthenes .",athens the most powerful city state governed itself with an early form of direct democracy founded by athenian noble cleisthenes,athen the most powerful city state govern itself with an early form of direct democracy found by athenian noble cleisthene
en-doc6159-sent60,"['It' 'was' 'later' 'extended' 'to' 'Topsham' ',' 'deepened' 'and'
 'widened' ',' 'and' 'was' 'successful' 'until' 'the' 'middle' 'of' 'the'
 '19th' 'century' 'since' 'when' 'its' 'use' 'gradually' 'declined' '--'
 'the' 'last' 'commercial' 'use' 'was' 'in' '1972' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"It was later extended to Topsham , deepened and widened , and was successful until the middle of the 19th century since when its use gradually declined -- the last commercial use was in 1972 .",it was later extended to topsham deepened and widened and was successful until the middle of the 19th century since when its use gradually declined the last commercial use was in 1972,it be later extend to topsham deepen and widen and be successful until the middle of the 19th century since when its use gradually decline the last commercial use be in 1972
en-doc6225-sent40,"['In' 'addition' ',' 'some' 'winners' 'critical' 'of' 'the' 'Academy'
 'Awards' 'have' 'boycotted' 'the' 'ceremonies' 'and' 'refused' 'to'
 'accept' 'their' 'Oscars' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In addition , some winners critical of the Academy Awards have boycotted the ceremonies and refused to accept their Oscars .",in addition some winners critical of the academy awards have boycotted the ceremonies and refused to accept their oscars,in addition some winner critical of the academy award have boycott the ceremony and refuse to accept their oscar
en-doc6349-sent53,"['According' 'to' 'Maimonides' ',' 'the' 'correct' 'view' 'of'
 'providence' 'lies' 'with' 'Elihu' ',' 'who' 'teaches' 'Job' 'that' 'one'
 'must' 'examine' 'his/her' 'religion' '(' 'Job' '33' ')' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"According to Maimonides , the correct view of providence lies with Elihu , who teaches Job that one must examine his/her religion ( Job 33 ) .",according to maimonides the correct view of providence lies with elihu who teaches job that one must examine his her religion job 33,accord to maimonide the correct view of providence lie with elihu who teach job that one must examine his her religion job 33
